image_id,file_name,split,scenario_category,has_saliency_png,has_fixation_mat,ground_truth_caps,primary_gt_caption,n_gt_captions,blip_caption,blip2_caption,ofa_caption,vit_gpt2_caption,bleu4_blip,bleu4_blip2,bleu4_ofa,bleu4_vit_gpt2,cider_blip,meteor_blip,rougeL_blip,human_correct_blip,human_correct_blip2,human_correct_ofa,human_correct_vit_gpt2,error_type_blip,error_type_blip2,error_type_ofa,error_type_vit_gpt2,error_token_blip,error_token_blip2,error_token_ofa,error_token_vit_gpt2,js_div_mean_blip,kl_div_mean_blip,error_token_js_blip,other_tokens_js_blip,gt_caps_parsed,bleu1_blip,bleu2_blip,bleu3_blip,bleu4_conf_blip,bleu1_blip2,bleu2_blip2,bleu3_blip2,cider_blip2,meteor_blip2,rougeL_blip2,bleu4_conf_blip2,bleu1_vit_gpt2,bleu2_vit_gpt2,bleu3_vit_gpt2,cider_vit_gpt2,meteor_vit_gpt2,rougeL_vit_gpt2,bleu4_conf_vit_gpt2,annotator_1_blip,annotator_2_blip,annotator_3_blip,annotator_1_blip2,annotator_2_blip2,annotator_3_blip2,annotator_1_vit_gpt2,annotator_2_vit_gpt2,annotator_3_vit_gpt2
45550,COCO_val2014_000000045550.jpg,val,attribute_errors,True,True,"['a close up of a person holding up a plate of food', 'A man with beard holding up a plate of food.', 'Bearded man shows off his grilled cheese sandwiches.', 'A man taking a selfie eating something fried', 'A person in a restaurant holding a plate of food.']",a close up of a person holding up a plate of food,5,there is a man holding a plate of food in front of him,a man taking a selfie with a plate of food,[OFA_UNAVAILABLE],a man sitting at a table with a plate of food,,,,,,,,1,1,,1,correct,correct,,correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
558677,COCO_val2014_000000558677.jpg,val,context_mismatch,True,True,"['A large jetliner sitting on top of an airport tarmac.', 'a commercial plane at the landing field of an airport', 'A large airplane is parked on a runway near some trucks. ', 'a plane at the airport being offloaded and some trucks moving besides it', 'Trucks have arrived to get hte plane ready for departure.']",A large jetliner sitting on top of an airport tarmac.,5,there is a large air plane that is sitting on the tarmac,the plane is red and white,[OFA_UNAVAILABLE],a large jetliner sitting on top of an airport tarmac,,,,,,,,1,1,,0,correct,correct,,context_mismatch,,,,top,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,1,1,0,0,1
351331,COCO_val2014_000000351331.jpg,val,object_confusion,True,True,"['a small pepperoni pizza next to a fork', 'The  pizza  is cheesey wiith peporoni for the topping', 'A pepperoni pizza sitting on top of a white plate.', 'the pizza is on a plate with a fork next to it ', 'a small fully cooked pizza resting on plate next to a fork']",a small pepperoni pizza next to a fork,5,there is a pepperoni pizza on a white plate with a fork and knife,a pepperoni pizza on a plate,[OFA_UNAVAILABLE],a pepperoni pizza on a white plate,,,,,,,,0,0,,0,object_hallucination,object_hallucination,,object_hallucination,pizza,pepperoni,,pepperoni,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0
323067,COCO_val2014_000000323067.jpg,val,general_baseline,True,True,"['a man laying on a pile of snow next to a snowboard inside of a building.', 'A store display shows a snowboarder lying in fake snow.', 'A display of a snowboarder in wipeout fills an area.', 'A display of a snowboarder that fas fallen', 'Someone dressed in a snow suit on the groud .']",a man laying on a pile of snow next to a snowboard inside of a building.,5,there is a snowboarder that is laying down in the snow,a person laying in the snow with a snowboard,[OFA_UNAVAILABLE],a snowboarder is laying in the snow,,,,,,,,1,0,,1,correct,general_baseline,,correct,,snowboard,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,1
267363,COCO_val2014_000000267363.jpg,val,attribute_errors,True,True,"['A man sitting in the driver seat of a truck on a cell phone.', 'A white truck parked near the ocean with a yellow boat.', 'A picture of a car that is by some water.', 'A cargo truck is sitting at the shore while a boat comes in.', 'A truck has stopped by the water where there is a yellow boat']",A man sitting in the driver seat of a truck on a cell phone.,5,there is a man sitting in the driver ' s seat of a truck,a man sitting in the driver's seat of a truck,[OFA_UNAVAILABLE],a white truck parked in the middle of the water,,,,,,,,1,1,,1,correct,correct,,correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,1,1,1,1,1
379636,COCO_val2014_000000379636.jpg,val,attribute_errors,True,True,"['A hotdog in a basket with french fries', 'THERE IS A PLATE OF FRIED AND MEAT AND A A BUN', 'A sausage on a bun next to very large fries.', 'A plate full of food in a basket including meat and fries.', 'A hot dog sits in a bun next to french fries.']",A hotdog in a basket with french fries,5,there is a plate with a sandwich and french fries on it,a basket with french fries and a hot dog in it,[OFA_UNAVAILABLE],a hot dog and french fries on a plate,,,,,,,,1,0,,1,correct,attribute_mismatch,,correct,,basket,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,1
134223,COCO_val2014_000000134223.jpg,val,counting_errors,True,True,"['A white plate topped with a hot dog, french fries and condiments.', 'Plate of food that includes a sausage, bread and french fries with dipping sauces.', 'I plate of food including a hot dog and some french fries.', 'A plate of fries and a hotdog with condiments.  ', 'A hot dog and fries with several condiments are on a plate.']","A white plate topped with a hot dog, french fries and condiments.",5,"there is a plate with a hot dog, french fries, and salad on it",a white plate topped with a hot dog and french fries,[OFA_UNAVAILABLE],a hot dog and french fries on a white plate,,,,,,,,1,1,,1,correct,correct,,correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,1
291394,COCO_val2014_000000291394.jpg,val,context_mismatch,True,True,"['assorted cars and buses sitting in a parking lot', 'A view of an are with several vehicles that are parked.', 'A group of buses is parked alongside the road.', 'A group of cars and busses on a dirt lot.', 'Several buses and some cars parked in a dirt lot.']",assorted cars and buses sitting in a parking lot,5,there are many buses that are parked on the side of the road,a group of buses parked on the side of the road,[OFA_UNAVAILABLE],a parking lot filled with lots of parked cars,,,,,,,,1,1,,1,correct,correct,,correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
571450,COCO_val2014_000000571450.jpg,val,object_confusion,True,True,"['A woman laying in bed while reading a book.', 'A girl reclining on her bed and reading a book.', 'A lady laying on the bed reading a book', 'A woman reclining back and reading a book.', 'A person lying down and reading a book.']",A woman laying in bed while reading a book.,5,there is a black and white photo of a woman reading a book,a woman laying on a bed reading a book,[OFA_UNAVAILABLE],a woman laying on a bed reading a book,,,,,,,,0,1,,1,object_misidentification,correct,,correct,there,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
378614,COCO_val2014_000000378614.jpg,val,counting_errors,True,True,"['A print ad for the Pizzeria La Crescia.', 'A plate of food and a bottle of beer is seen outside of a restaurant.', 'a beer sits in front of a box of food ', 'Some people are eating quesadillas and a beer.', 'a big pizza is on a big white plate']",A print ad for the Pizzeria La Crescia.,5,there is a person holding up a box of food next to a bottle of beer,a bottle of beer,[OFA_UNAVAILABLE],a bottle of beer sitting on top of a table,,,,,,,,0,0,,0,object_misidentification,object_misidentification,,counting_errors,there,beer,,bottle,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
555131,COCO_val2014_000000555131.jpg,val,counting_errors,True,True,"['a couple of people that are standing on a baseball diamond', 'Two boys in red shirts playing baseball in a field.', 'Two youngsters in orange tops have catchers gloves and are playing.', 'two kids are playing baseball on the field', 'A COUPLE OF YOUNG BOYS PLAYING BASEBALL .']",a couple of people that are standing on a baseball diamond,5,there are two young boys playing baseball on a baseball field,two young boys playing baseball on a field,[OFA_UNAVAILABLE],a young boy standing on top of a field,,,,,,,,0,1,,1,attribute_mismatch,correct,,correct,baseball,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
238125,COCO_val2014_000000238125.jpg,val,attribute_errors,True,True,"['A red couch sitting in a living room next to a table.', 'a couch that is red with a coffee table', 'Living room with sofa, coffee table , chair and end table. ', 'A glass topped coffee table in front of a red couch.', 'a red coach is in a living room']",A red couch sitting in a living room next to a table.,5,this is an image of a living room with a couch and coffee table,a living room with a couch and coffee table,[OFA_UNAVAILABLE],a living room filled with furniture and a couch,,,,,,,,1,1,,1,correct,correct,,correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,1,1,1
68300,COCO_val2014_000000068300.jpg,val,object_confusion,True,True,"['A plate of spaghetti with red sauce and broccoli. ', 'very well cooked meal with a coca cola can besides', 'A plate of spaghetti with tomato sauce and a garnish of broccoli.', 'A plate of spaghetti and broccoli on the side. ', 'A plate of spaghetti sits on a placemat.']",A plate of spaghetti with red sauce and broccoli. ,5,there is a plate of spaghetti with sauce and broccoli on it,a white and blue placemat,[OFA_UNAVAILABLE],a plate of food on a table,,,,,,,,0,1,,1,object_misidentification,correct,,correct,there,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,0
493206,COCO_val2014_000000493206.jpg,val,gender_ambiguity,True,True,"['A white bowl filled with beef and broccoli soup.', 'This is a vegetable and meat main dish.', 'A soup in a large bowl features broccoli and pieces of meat.', 'A soup dish with meat and vegetables in a bowl.', 'a full bowl of beef and broccoli with a spoon']",A white bowl filled with beef and broccoli soup.,5,there is a bowl of soup with meat and broccoli on the table,a bowl of food with meat and vegetables in it,[OFA_UNAVAILABLE],a bowl of soup on a table with a spoon,,,,,,,,1,1,,0,correct,correct,,attribute_mismatch,,,,table,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0,0,0
240175,COCO_val2014_000000240175.jpg,val,attribute_errors,True,True,"['A white bath tub sitting next to a sink in a bathroom.', 'THIS IS A MODERN BATHROOM WITH LOTS OF GREEN TILE', 'The bathroom has green tile with brown wood detail.  ', 'A white sink and bath in a room.', 'a room with a sink and a bathtub and towels ']",A white bath tub sitting next to a sink in a bathroom.,5,"there is a bathroom with a bathtub, sink, and mirror in it",a bathroom with a bath tub and a sink,[OFA_UNAVAILABLE],a bath tub sitting next to a sink in a bathroom,,,,,,,,1,1,,1,correct,correct,,correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
571279,COCO_val2014_000000571279.jpg,val,gender_ambiguity,True,True,"['A long bowl with variety of fruits laid out in it in front of a plate with a napkin.', 'The fruit is in a dish next to a plate on the table.', 'A variety of fruit is in a glass dish.', 'Fruit bowl with banana, peach, grapes, apples and napkin with plate', 'A delicious fruit plate in a silver bowl. The fruit includes an apple, two apricots, red and green grapes, a banana, and a peach.']",A long bowl with variety of fruits laid out in it in front of a plate with a napkin.,5,"apples, grapes, peaches, and bananas in a glass bowl on a table",a bowl of fruit on a table,[OFA_UNAVAILABLE],a bowl of fruit sitting on top of a table,,,,,,,,0,0,,0,attribute_mismatch,attribute_mismatch,,attribute_mismatch,bananas,bowl,,table,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
199783,COCO_val2014_000000199783.jpg,val,context_mismatch,True,True,"['a bed room with two bends and two lamps', 'A bunch of bags that are sitting on a bed.', 'A couple of twin beds pushed up against each other.', 'Twin beds with white spreads and pillows with luggage on top.', 'A hotel room with two separate twin beds.']",a bed room with two bends and two lamps,5,there are two beds in a small room with pink sheets on them,a couple of beds in a room,[OFA_UNAVAILABLE],a bed room with two beds and a desk,,,,,,,,1,1,,1,correct,correct,,correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
109441,COCO_val2014_000000109441.jpg,val,general_baseline,True,True,"['A square reflective glass building sitting next to a street light.', 'A large office building has shining mirrored windows.', 'There is a very big building with a lot of windows.', 'A picture of a reflection in a building. The view is from the street.', 'this is a traffic light at an intersection']",A square reflective glass building sitting next to a street light.,5,there is a reflection of a church in the glass of a building,a large glass building,[OFA_UNAVAILABLE],a tall building with a clock on top of it,,,,,,,,1,1,,1,correct,correct,,correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
200627,COCO_val2014_000000200627.jpg,val,attribute_errors,True,True,"['A plate of food that includes rice and various vegetables.', 'A plate filled with a mixture of meat vegetables and rice.', 'A plate of food sitting on a table next to a book.', 'a close up of a plate of food with broccoli', 'A paper plate filled with meat vegetables, and rice.']",A plate of food that includes rice and various vegetables.,5,there is a plate of food with broccoli and rice on it,a plate of food on a table,[OFA_UNAVAILABLE],a plate of food on a table,,,,,,,,1,1,,0,correct,correct,,attribute_mismatch,,,,food,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0
412483,COCO_val2014_000000412483.jpg,val,context_mismatch,True,True,"['A fire place sitting in a living room next to a TV.', 'Group of family pictures hung over a fireplace. ', 'Pictures decorate the wall above a small fireplace.', 'A bunch of picture hung in a living room on blue wall.', 'Pictures hanging on a blue wall above a fireplace and mantle.']",A fire place sitting in a living room next to a TV.,5,this is a picture of a living room with pictures on the wall,a living room with pictures on the wall,[OFA_UNAVAILABLE],a living room filled with furniture and a fire place,,,,,,,,1,0,,1,correct,object_hallucination,,correct,,room,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,1
144562,COCO_val2014_000000144562.jpg,val,object_confusion,True,True,"['Baseball players are in their positions to play the game. ', 'The ball players are playing a game of baseball.', 'A pitcher throwing a ball at a baseball game. ', 'A pitcher throws a baseball and a batter poses with the bat.', 'A baseball player holding a base on a field.']",Baseball players are in their positions to play the game. ,5,several baseball players are playing a game of baseball on a field,a group of baseball players on a baseball field,[OFA_UNAVAILABLE],baseball players are playing baseball on a field,,,,,,,,1,0,,1,correct,relation_mismatch,,correct,,baseball,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,1,1,1
219909,COCO_val2014_000000219909.jpg,val,counting_errors,True,True,"['two people walking on a side walk with an umbrella', 'A couple walks down the street under and umbrella embracing.', 'A couple of women walking down a street under a pink umbrella.', 'Two people embrace while walking down the street under a pink umbrella', ""Two people with their hands on each others' back walk under the same umbrella on a city sidewalk next to a man.""]",two people walking on a side walk with an umbrella,5,there are two people walking down the sidewalk with a pink umbrella,a couple of people walking down the street with a pink umbrella,[OFA_UNAVAILABLE],two women walking down the street with umbrellas,,,,,,,,1,1,,0,correct,correct,,counting_errors,,,,down,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,1,0
214984,COCO_val2014_000000214984.jpg,val,object_confusion,True,True,"['A large brown dog running across a grass covered field.', "" A shaggy brown dog has a red ball in it's mouth."", 'Brown dog running through grass with its tongue hanging out.', ""A golden retriever dog runs outside with a ball in it's mouth."", 'A dog running in a park with a ball in its mouth.']",A large brown dog running across a grass covered field.,5,there is a dog that is running with a ball in its mouth,a golden retriever running with a red ball in its mouth,[OFA_UNAVAILABLE],a large brown dog running in a grassy field,,,,,,,,1,1,,1,correct,correct,,correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
400507,COCO_val2014_000000400507.jpg,val,object_confusion,True,True,"['a number of large air planes at terminals ', 'A group of airplanes all in the runway waiting for boarding. ', 'Several flight planes sitting in a row of docking stations.', 'There are many different airlines pulled up to the terminal at the airport.', 'An airport that has several planes at different terminals.']",a number of large air planes at terminals ,5,there are many airplanes parked on the tarmac at the airport,a group of airplanes parked on a tarmac,[OFA_UNAVAILABLE],airplanes parked on the tarmac at an airport,,,,,,,,0,1,,1,object_misidentification,correct,,correct,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
280858,COCO_val2014_000000280858.jpg,val,context_mismatch,True,True,"['A dog is sitting by a person on a porch.', 'A large brown dog walking next to a wooden table.', 'A dog is sticking out its tongue on a patio.', 'A dog on a leash sits on the floor beside a table.', 'A dog on a leash sitting next to a table.']",A dog is sitting by a person on a porch.,5,there is a dog that is sitting at a table with a basket on it,a dog sitting at a table with a plate of food,[OFA_UNAVAILABLE],a brown and white dog sitting on a wooden bench,,,,,,,,1,0,,1,correct,relation_mismatch,,correct,,dog,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,1,1,1
247130,COCO_val2014_000000247130.jpg,val,context_mismatch,True,True,"['A flat screen TV sitting across the way from a laptop.', 'A living room with a television and computer turned on.', 'Someone is sitting on their laptop in their living room near the television. ', 'a living room with a lab top and a tv', 'A living room is shown, with CNN on the TV, while a person is holding a laptop.']",A flat screen TV sitting across the way from a laptop.,5,this is an image of a living room with a laptop on the floor,a laptop computer sitting on a rug in front of a television,[OFA_UNAVAILABLE],a living room filled with furniture and a tv,,,,,,,,1,1,,0,correct,correct,,attribute_mismatch,,,,room,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0
337443,COCO_val2014_000000337443.jpg,val,counting_errors,True,True,"['An orange street sign that reads ""obstruction"" and has a directional arrow.', 'A truck in the road beyond an obstruction sign.', 'A street sign warning of an obstruction ahead.', 'A construction sign that says obstruction with an arrow.', 'an image of a construction sign on the sidewalk']","An orange street sign that reads ""obstruction"" and has a directional arrow.",5,there is an orange sign that says obstruction on the street,a construction sign on the side of the road,[OFA_UNAVAILABLE],a street sign on the side of a road,,,,,,,,1,1,,1,correct,correct,,correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
45721,COCO_val2014_000000045721.jpg,val,object_confusion,True,True,"['A large cat laying on top of a computer keyboard.', 'a cat is laying down near a computer', 'Cat lying next to keyboard and computer mouse on desk.', 'The cat is on the desk near the computer.', 'A brown tabby cat is laying next to a keyboard.']",A large cat laying on top of a computer keyboard.,5,there is a cat that is laying on top of a keyboard,the cat is laying on the keyboard,[OFA_UNAVAILABLE],a cat laying on top of a computer keyboard,,,,,,,,1,1,,1,correct,correct,,correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
264992,COCO_val2014_000000264992.jpg,val,context_mismatch,True,True,"['Two bags are full of fruits on the table.', 'Two baskets full of oranges on a table with a note.', 'two baskets of oranges on a table near a written note ', 'A note that urges people to take a vitamin C break next to two baskets of oranges.', 'a note sitting between a couple baskets of oranges ']",Two bags are full of fruits on the table.,5,there are two baskets of oranges sitting on a table with a note,two baskets of oranges,[OFA_UNAVAILABLE],a pile of oranges sitting on top of a table,,,,,,,,1,0,,1,correct,context_mismatch,,correct,,baskets,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,1
327590,COCO_val2014_000000327590.jpg,val,counting_errors,True,True,"['A red tray topped with three chili cheese and bacon covered hot dogs.', 'A tray with three loaded hot dogs and beverages.', 'A tray with three hot dogs loaded with toppings sitting on a table with a couple of soda cans.', 'A tray of three chili cheese dogs with diet coke.', 'Three chili hotdogs and two diet Cokes on a table.']",A red tray topped with three chili cheese and bacon covered hot dogs.,5,there are three hot dogs sitting on tin foil on a table,three hot dogs on a tray,[OFA_UNAVAILABLE],a table topped with two hot dogs covered in toppings,,,,,,,,1,1,,1,correct,correct,,correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,1,1,1,1,1
531967,COCO_val2014_000000531967.jpg,val,general_baseline,True,True,"['A beautiful woman sitting on top of a kitchen counter.', 'a lady putting up a poster in her kitchen', 'A young woman hangs up a poster in a kitchen.', 'A woman sitting on a kitchen counter putting something on the wall', 'A woman sitting on a kitchen counter hanging something.']",A beautiful woman sitting on top of a kitchen counter.,5,there is a woman that is sitting on a counter in the kitchen,a woman sitting on the counter,[OFA_UNAVAILABLE],a woman sitting on a counter in a kitchen,,,,,,,,1,1,,0,correct,correct,,general_baseline,,,,woman,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,1
191874,COCO_val2014_000000191874.jpg,val,gender_ambiguity,True,True,"['some people are playing video games in a living room', 'A crowd of people standing around a room in front of a TV.', 'A group of people playing a game with Nintendo Wii controllers.', 'a group of people playing a game on a carpet ', 'many people in the room only four a playing a video game']",some people are playing video games in a living room,5,there are many people standing in a living room playing a video game,a group of people standing in a living room,[OFA_UNAVAILABLE],people playing a video game in a living room,,,,,,,,1,0,,0,correct,attribute_mismatch,,context_mismatch,,people,,game,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,1,0,0,0
142742,COCO_val2014_000000142742.jpg,val,gender_ambiguity,True,True,"['A baseball player hitting a ball with a bat.', 'A uniformed baseball player holding a bat toward a ball.', 'Uniformed players at the home plate of a field.', 'A man swinging a bat at a baseball.', 'Baseball batter ready to strike arriving ball and umpire waiting to catch if he misses.', 'A baseball player at home plate who has just hit the ball']",A baseball player hitting a ball with a bat.,6,there is a baseball player swinging a bat at a ball,a baseball player swinging a bat at a ball,[OFA_UNAVAILABLE],a baseball player swinging a bat at a ball,,,,,,,,1,1,,1,correct,correct,,correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
564352,COCO_val2014_000000564352.jpg,val,context_mismatch,True,True,"['Guy watches boat drive by on the water.', 'A older man looking out to the water with a boat cruising on it.', 'A man looking at a boat passing by', 'A man sitting at the table watching a boat go down the river', 'A man sits at an outdoor cafe while a boat goes by. ']",Guy watches boat drive by on the water.,5,there is a man that is sitting at a table by the water,a man sitting at a table in front of a river,[OFA_UNAVAILABLE],a man sitting on a boat in the water,,,,,,,,1,1,,1,correct,correct,,correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
89359,COCO_val2014_000000089359.jpg,val,object_confusion,True,True,"['The adjacent computer screens near the keyboard show different displays.', 'Two computer monitors sit on a desk with one keyboard.', 'A variety of computer equipment on a desk.', 'a keyboard is sitting on a desk, with two monitors elevated above it.', 'A computer arrangement of two monitors, a camera, key board and mouse on a desk.']",The adjacent computer screens near the keyboard show different displays.,5,this is a computer desk with two monitors and a keyboard,a desk with two computer monitors and a keyboard,[OFA_UNAVAILABLE],a computer monitor sitting on top of a desk,,,,,,,,1,0,,0,correct,relation_mismatch,,object_misidentification,,computer,,top,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0
215845,COCO_val2014_000000215845.jpg,val,gender_ambiguity,True,True,"['A group of people sitting and standing by a white and blue ice cream truck.', 'A blue and white truck that sell ice cream parked', 'a group of people sitting in front of a bus', 'An old ice cream truck parked and open for business on a sunny day', 'A blue ice cream truck with people lined up for ice cream']",A group of people sitting and standing by a white and blue ice cream truck.,5,there is a blue and white ice cream truck parked in front of a building,the ice cream truck is blue and white,[OFA_UNAVAILABLE],people standing in front of a food truck,,,,,,,,1,1,,0,correct,correct,,attribute_mismatch,,,,front,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0
340804,COCO_val2014_000000340804.jpg,val,gender_ambiguity,True,True,"['a young female walking at night smoking and talking on her mobile phone', 'A woman in a black leather coat smokes a cigarette and talks on the phone.', 'a woman is talking on a cellphone outside', 'A woman holding a cellphone up to her ear in a street.', 'The person is smoking and talking on the phone.']",a young female walking at night smoking and talking on her mobile phone,5,there is a woman in a leather jacket talking on a cell phone,a woman smoking a cigarette and talking on a cell phone,[OFA_UNAVAILABLE],a woman talking on a cell phone while standing on a sidewalk,,,,,,,,1,0,,0,correct,attribute_mismatch,,attribute_mismatch,,smoking,,cell,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0
127865,COCO_val2014_000000127865.jpg,val,object_confusion,True,True,"['A woman looking at a picture on a computer', 'Someone is looking at iPod cases on their computer screen.', 'Person sitting down in front of a white computer looking at the screen. ', 'A women seated at the computer looking at designs on her monitor.', 'A woman viewing an Ipod Armband on a computer screen.']",A woman looking at a picture on a computer,5,there is a person sitting at a desk with a computer monitor,a woman sitting at a desk working on a computer,[OFA_UNAVAILABLE],a person is looking at a computer screen,,,,,,,,0,1,,0,object_misidentification,correct,,object_misidentification,there,,,person,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,0,0,0
174113,COCO_val2014_000000174113.jpg,val,context_mismatch,True,True,"['The cat is sitting on the kitchen counter in front of the microwave !', 'A cat sitting on a kitchen counter looking at something.', 'A kitchen scene with a cat sitting on the counter in front of a microwave.', 'A white and light brown cat sitting on top of a kitchen counter in front of the microwave.', 'A cat is sitting on a counter near a microwave, knives, and sink.']",The cat is sitting on the kitchen counter in front of the microwave !,5,there is a cat sitting on a kitchen counter next to a microwave,a cat sitting on a counter in a kitchen,[OFA_UNAVAILABLE],a cat sitting on top of a counter next to a microwave,,,,,,,,0,1,,1,relation_mismatch,correct,,correct,there,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
245448,COCO_val2014_000000245448.jpg,val,context_mismatch,True,True,"['A man standing with his motorcycle outside of a repair shop.', 'A man standing next to a motorcycle talking to several other men wearing yellow vests. ', 'Several men stand outside around a motorcycle. ', 'A man standing next to a parked motorcycle.', 'Men in neon vests are in a parking lot with a motorcycle.']",A man standing with his motorcycle outside of a repair shop.,5,people standing around a motorcycle in a parking lot next to a building,a group of men standing around a motorcycle in a parking lot,[OFA_UNAVAILABLE],a police officer standing next to a motorcycle,,,,,,,,0,1,,1,context_mismatch,correct,,correct,people,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
460866,COCO_val2014_000000460866.jpg,val,context_mismatch,True,True,"['A table topped with a cup full of toothbrushes.', 'A bunch of toothbrushes in a cup on a bathroom sink. ', 'Several different toothbrushes sitting in a cup beside toothpaste.', 'A closeup of a container with a bunch of toothbrushes', 'A cup that is holding several toothbrushes in it.']",A table topped with a cup full of toothbrushes.,5,toothbrushes and toothpaste in a cup on a counter,toothbrushes in a cup,[OFA_UNAVAILABLE],a pair of toothbrushes sitting on top of a sink,,,,,,,,1,1,,0,correct,correct,,attribute_mismatch,,,,pair,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0
535183,COCO_val2014_000000535183.jpg,val,gender_ambiguity,True,True,"['A group of people standing outside of a food truck', 'some people are standing in front of a red food truck', 'There are some people standing around a food truck', 'A food truck parked outside at lunch time.', 'A red food truck has a crowd of people by it.']",A group of people standing outside of a food truck,5,there are many people standing in front of a red food truck,a group of people standing around a food truck,[OFA_UNAVAILABLE],people standing around a food truck,,,,,,,,1,0,,1,correct,object_misidentification,,correct,,group,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,1
197809,COCO_val2014_000000197809.jpg,val,general_baseline,True,True,"['The cat is playing with the string of a video game remote. ', 'A kitten holding a Nintendo Wii game controller.', 'A small kitten is laying by a Wii video game controller. ', 'a grey cat sleeping besides a remote on the bed', 'a kitty playing with a wii remote on the couch']",The cat is playing with the string of a video game remote. ,5,there is a cat that is playing with a video game controller,a kitten playing with a wii remote,[OFA_UNAVAILABLE],a cat sleeping on top of a wii controller,,,,,,,,1,1,,1,correct,correct,,correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
244949,COCO_val2014_000000244949.jpg,val,context_mismatch,True,True,"['A half eaten pizza on top of a pan next to a role on a plate.', 'Two pieces of pizza on a plate with a small servor.', 'some pizza on a silver plate and a pizza cutter ', 'Pizza with green vegetables sitting on a serving dish. ', 'A partially eaten pizza meal remains on a table. ']",A half eaten pizza on top of a pan next to a role on a plate.,5,there is a half of a pizza on a plate with a knife and fork,a pizza sitting on a table with a knife,[OFA_UNAVAILABLE],a pizza sitting on top of a pan on a table,,,,,,,,0,0,,0,context_mismatch,context_mismatch,,object_hallucination,pizza,pizza,,sitting,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
